season,file,round,round_start,window_days,matches,correct,accuracy
2003-04,D1_elo.csv,25,2004-03-20,1825,9,3,0.3333333333333333
2003-04,D1_elo.csv,26,2004-03-27,1825,9,5,0.5555555555555556
2003-04,D1_elo.csv,27,2004-04-03,1825,9,5,0.5555555555555556
2003-04,D1_elo.csv,28,2004-04-10,1825,9,7,0.7777777777777778
2003-04,D1_elo.csv,29,2004-04-17,1825,9,4,0.4444444444444444
2003-04,D1_elo.csv,30,2004-04-24,1825,9,7,0.7777777777777778
2003-04,D1_elo.csv,31,2004-05-01,1825,9,6,0.6666666666666666
2003-04,D1_elo.csv,32,2004-05-08,1825,9,8,0.8888888888888888
2003-04,D1_elo.csv,33,2004-05-15,1825,9,3,0.3333333333333333
2003-04,D1_elo.csv,34,2004-05-22,1825,9,6,0.6666666666666666
2004-05,D1_elo.csv,1,2004-08-06,1825,9,4,0.4444444444444444
2004-05,D1_elo.csv,2,2004-08-14,1825,8,3,0.375
2004-05,D1_elo.csv,3,2004-08-28,1825,9,4,0.4444444444444444
2004-05,D1_elo.csv,4,2004-09-11,1825,9,3,0.3333333333333333
2004-05,D1_elo.csv,5,2004-09-18,1825,9,3,0.3333333333333333
2004-05,D1_elo.csv,6,2004-09-25,1825,10,5,0.5
2004-05,D1_elo.csv,7,2004-10-02,1825,9,4,0.4444444444444444
2004-05,D1_elo.csv,8,2004-10-16,1825,9,5,0.5555555555555556
2004-05,D1_elo.csv,9,2004-10-23,1825,9,5,0.5555555555555556
2004-05,D1_elo.csv,10,2004-10-26,1825,9,7,0.7777777777777778
2004-05,D1_elo.csv,11,2004-10-30,1825,9,5,0.5555555555555556
2004-05,D1_elo.csv,12,2004-11-06,1825,9,3,0.3333333333333333
2004-05,D1_elo.csv,13,2004-11-13,1825,9,4,0.4444444444444444
2004-05,D1_elo.csv,14,2004-11-20,1825,9,5,0.5555555555555556
2004-05,D1_elo.csv,15,2004-11-27,1825,9,6,0.6666666666666666
2004-05,D1_elo.csv,16,2004-12-04,1825,9,5,0.5555555555555556
2004-05,D1_elo.csv,17,2004-12-11,1825,9,1,0.1111111111111111
2004-05,D1_elo.csv,18,2005-01-21,1825,9,4,0.4444444444444444
2004-05,D1_elo.csv,19,2005-01-29,1825,9,4,0.4444444444444444
2004-05,D1_elo.csv,20,2005-02-05,1825,9,5,0.5555555555555556
2004-05,D1_elo.csv,21,2005-02-12,1825,9,7,0.7777777777777778
2004-05,D1_elo.csv,22,2005-02-19,1825,9,8,0.8888888888888888
2004-05,D1_elo.csv,23,2005-02-26,1825,9,6,0.6666666666666666
2004-05,D1_elo.csv,24,2005-03-05,1825,9,6,0.6666666666666666
2004-05,D1_elo.csv,25,2005-03-12,1825,9,5,0.5555555555555556
2004-05,D1_elo.csv,26,2005-03-19,1825,9,7,0.7777777777777778
2004-05,D1_elo.csv,27,2005-04-02,1825,9,4,0.4444444444444444
2004-05,D1_elo.csv,28,2005-04-09,1825,9,5,0.5555555555555556
2004-05,D1_elo.csv,29,2005-04-16,1825,9,2,0.2222222222222222
2004-05,D1_elo.csv,30,2005-04-23,1825,9,7,0.7777777777777778
2004-05,D1_elo.csv,31,2005-04-30,1825,9,3,0.3333333333333333
2004-05,D1_elo.csv,32,2005-05-07,1825,9,8,0.8888888888888888
2004-05,D1_elo.csv,33,2005-05-14,1825,9,3,0.3333333333333333
2004-05,D1_elo.csv,34,2005-05-21,1825,9,5,0.5555555555555556
2005-06,D1_elo.csv,1,2005-08-05,1825,9,5,0.5555555555555556
2005-06,D1_elo.csv,2,2005-08-13,1825,9,4,0.4444444444444444
2005-06,D1_elo.csv,3,2005-08-27,1825,9,3,0.3333333333333333
2005-06,D1_elo.csv,4,2005-09-10,1825,9,6,0.6666666666666666
2005-06,D1_elo.csv,5,2005-09-17,1825,9,4,0.4444444444444444
2005-06,D1_elo.csv,6,2005-09-20,1825,9,4,0.4444444444444444
2005-06,D1_elo.csv,7,2005-09-24,1825,9,6,0.6666666666666666
2005-06,D1_elo.csv,8,2005-10-01,1825,9,5,0.5555555555555556
2005-06,D1_elo.csv,9,2005-10-15,1825,9,1,0.1111111111111111
2005-06,D1_elo.csv,10,2005-10-22,1825,9,4,0.4444444444444444
2005-06,D1_elo.csv,11,2005-10-29,1825,9,7,0.7777777777777778
2005-06,D1_elo.csv,12,2005-11-05,1825,9,6,0.6666666666666666
2005-06,D1_elo.csv,13,2005-11-19,1825,9,4,0.4444444444444444
2005-06,D1_elo.csv,14,2005-11-26,1825,8,4,0.5
2005-06,D1_elo.csv,15,2005-12-03,1825,9,4,0.4444444444444444
2005-06,D1_elo.csv,16,2005-12-10,1825,10,4,0.4
2005-06,D1_elo.csv,17,2005-12-17,1825,9,5,0.5555555555555556
2005-06,D1_elo.csv,18,2006-01-27,1825,9,6,0.6666666666666666
2005-06,D1_elo.csv,19,2006-02-04,1825,9,4,0.4444444444444444
2005-06,D1_elo.csv,20,2006-02-07,1825,9,2,0.2222222222222222
2005-06,D1_elo.csv,21,2006-02-11,1825,9,3,0.3333333333333333
2005-06,D1_elo.csv,22,2006-02-18,1825,9,6,0.6666666666666666
2005-06,D1_elo.csv,23,2006-02-25,1825,9,5,0.5555555555555556
2005-06,D1_elo.csv,24,2006-03-04,1825,9,3,0.3333333333333333
2005-06,D1_elo.csv,25,2006-03-11,1825,9,3,0.3333333333333333
2005-06,D1_elo.csv,26,2006-03-18,1825,9,6,0.6666666666666666
2005-06,D1_elo.csv,27,2006-03-25,1825,9,3,0.3333333333333333
2005-06,D1_elo.csv,28,2006-04-01,1825,9,5,0.5555555555555556
2005-06,D1_elo.csv,29,2006-04-08,1825,9,4,0.4444444444444444
2005-06,D1_elo.csv,30,2006-04-15,1825,9,4,0.4444444444444444
2005-06,D1_elo.csv,31,2006-04-22,1825,9,3,0.3333333333333333
2005-06,D1_elo.csv,32,2006-05-02,1825,9,5,0.5555555555555556
2005-06,D1_elo.csv,33,2006-05-06,1825,9,3,0.3333333333333333
2005-06,D1_elo.csv,34,2006-05-13,1825,9,3,0.3333333333333333
2006-07,D1_elo.csv,1,2006-08-11,1825,9,5,0.5555555555555556
2006-07,D1_elo.csv,2,2006-08-18,1825,9,5,0.5555555555555556
2006-07,D1_elo.csv,3,2006-08-25,1825,9,2,0.2222222222222222
2006-07,D1_elo.csv,4,2006-09-15,1825,9,4,0.4444444444444444
2006-07,D1_elo.csv,5,2006-09-22,1825,9,3,0.3333333333333333
2006-07,D1_elo.csv,6,2006-09-29,1825,9,4,0.4444444444444444
2006-07,D1_elo.csv,7,2006-10-13,1825,9,5,0.5555555555555556
2006-07,D1_elo.csv,8,2006-10-20,1825,9,4,0.4444444444444444
2006-07,D1_elo.csv,9,2006-10-27,1825,9,4,0.4444444444444444
2006-07,D1_elo.csv,10,2006-11-03,1825,9,2,0.2222222222222222
2006-07,D1_elo.csv,11,2006-11-07,1825,9,4,0.4444444444444444
2006-07,D1_elo.csv,12,2006-11-10,1825,9,2,0.2222222222222222
2006-07,D1_elo.csv,13,2006-11-17,1825,9,4,0.4444444444444444
2006-07,D1_elo.csv,14,2006-11-24,1825,9,7,0.7777777777777778
2006-07,D1_elo.csv,15,2006-12-01,1825,9,3,0.3333333333333333
2006-07,D1_elo.csv,16,2006-12-08,1825,9,5,0.5555555555555556
2006-07,D1_elo.csv,17,2006-12-15,1825,9,6,0.6666666666666666
2006-07,D1_elo.csv,18,2007-01-26,1825,9,6,0.6666666666666666
2006-07,D1_elo.csv,19,2007-01-30,1825,9,3,0.3333333333333333
2006-07,D1_elo.csv,20,2007-02-02,1825,9,1,0.1111111111111111
2006-07,D1_elo.csv,21,2007-02-09,1825,9,5,0.5555555555555556
2006-07,D1_elo.csv,22,2007-02-16,1825,9,3,0.3333333333333333
2006-07,D1_elo.csv,23,2007-02-23,1825,9,5,0.5555555555555556
2006-07,D1_elo.csv,24,2007-03-02,1825,9,5,0.5555555555555556
2006-07,D1_elo.csv,25,2007-03-09,1825,9,2,0.2222222222222222
2006-07,D1_elo.csv,26,2007-03-16,1825,9,5,0.5555555555555556
2006-07,D1_elo.csv,27,2007-03-30,1825,9,6,0.6666666666666666
2006-07,D1_elo.csv,28,2007-04-07,1825,9,4,0.4444444444444444
2006-07,D1_elo.csv,29,2007-04-13,1825,9,7,0.7777777777777778
2006-07,D1_elo.csv,30,2007-04-20,1825,9,5,0.5555555555555556
2006-07,D1_elo.csv,31,2007-04-27,1825,9,3,0.3333333333333333
2006-07,D1_elo.csv,32,2007-05-04,1825,9,5,0.5555555555555556
2006-07,D1_elo.csv,33,2007-05-12,1825,9,4,0.4444444444444444
2006-07,D1_elo.csv,34,2007-05-19,1825,9,7,0.7777777777777778
2007-08,D1_elo.csv,1,2007-08-10,1825,9,2,0.2222222222222222
2007-08,D1_elo.csv,2,2007-08-17,1825,9,2,0.2222222222222222
2007-08,D1_elo.csv,3,2007-08-24,1825,9,8,0.8888888888888888
2007-08,D1_elo.csv,4,2007-08-31,1825,9,4,0.4444444444444444
2007-08,D1_elo.csv,5,2007-09-14,1825,9,3,0.3333333333333333
2007-08,D1_elo.csv,6,2007-09-21,1825,9,6,0.6666666666666666
2007-08,D1_elo.csv,7,2007-09-25,1825,9,3,0.3333333333333333
2007-08,D1_elo.csv,8,2007-09-28,1825,9,4,0.4444444444444444
2007-08,D1_elo.csv,9,2007-10-05,1825,9,5,0.5555555555555556
2007-08,D1_elo.csv,10,2007-10-19,1825,9,4,0.4444444444444444
2007-08,D1_elo.csv,11,2007-10-26,1825,9,4,0.4444444444444444
2007-08,D1_elo.csv,12,2007-11-02,1825,9,7,0.7777777777777778
2007-08,D1_elo.csv,13,2007-11-09,1825,9,6,0.6666666666666666
2007-08,D1_elo.csv,14,2007-11-23,1825,9,8,0.8888888888888888
2007-08,D1_elo.csv,15,2007-11-30,1825,9,3,0.3333333333333333
2007-08,D1_elo.csv,16,2007-12-07,1825,9,4,0.4444444444444444
2007-08,D1_elo.csv,17,2007-12-14,1825,9,5,0.5555555555555556
2007-08,D1_elo.csv,18,2008-02-01,1825,9,4,0.4444444444444444
2007-08,D1_elo.csv,19,2008-02-08,1825,9,3,0.3333333333333333
2007-08,D1_elo.csv,20,2008-02-15,1825,9,6,0.6666666666666666
2007-08,D1_elo.csv,21,2008-02-22,1825,9,4,0.4444444444444444
2007-08,D1_elo.csv,22,2008-02-29,1825,8,6,0.75
2007-08,D1_elo.csv,23,2008-03-07,1825,10,6,0.6
2007-08,D1_elo.csv,24,2008-03-14,1825,9,3,0.3333333333333333
2007-08,D1_elo.csv,25,2008-03-20,1825,9,4,0.4444444444444444
2007-08,D1_elo.csv,26,2008-03-28,1825,9,1,0.1111111111111111
2007-08,D1_elo.csv,27,2008-04-04,1825,9,6,0.6666666666666666
2007-08,D1_elo.csv,28,2008-04-12,1825,8,5,0.625
2007-08,D1_elo.csv,29,2008-04-15,1825,10,5,0.5
2007-08,D1_elo.csv,30,2008-04-25,1825,9,2,0.2222222222222222
2007-08,D1_elo.csv,31,2008-05-02,1825,9,5,0.5555555555555556
2007-08,D1_elo.csv,32,2008-05-06,1825,9,4,0.4444444444444444
2007-08,D1_elo.csv,33,2008-05-10,1825,9,7,0.7777777777777778
2007-08,D1_elo.csv,34,2008-05-17,1825,9,6,0.6666666666666666
2008-09,D1_elo.csv,1,2008-08-15,1825,9,4,0.4444444444444444
2008-09,D1_elo.csv,2,2008-08-22,1825,9,2,0.2222222222222222
2008-09,D1_elo.csv,3,2008-08-29,1825,9,5,0.5555555555555556
2008-09,D1_elo.csv,4,2008-09-13,1825,8,5,0.625
2008-09,D1_elo.csv,5,2008-09-19,1825,9,7,0.7777777777777778
2008-09,D1_elo.csv,6,2008-09-26,1825,9,3,0.3333333333333333
2008-09,D1_elo.csv,7,2008-10-03,1825,9,3,0.3333333333333333
2008-09,D1_elo.csv,8,2008-10-17,1825,10,5,0.5
2008-09,D1_elo.csv,9,2008-10-24,1825,9,4,0.4444444444444444
2008-09,D1_elo.csv,10,2008-10-28,1825,9,5,0.5555555555555556
2008-09,D1_elo.csv,11,2008-10-31,1825,9,7,0.7777777777777778
2008-09,D1_elo.csv,12,2008-11-07,1825,9,4,0.4444444444444444
2008-09,D1_elo.csv,13,2008-11-14,1825,9,6,0.6666666666666666
2008-09,D1_elo.csv,14,2008-11-21,1825,9,7,0.7777777777777778
2008-09,D1_elo.csv,15,2008-11-28,1825,9,5,0.5555555555555556
2008-09,D1_elo.csv,16,2008-12-05,1825,9,7,0.7777777777777778
2008-09,D1_elo.csv,17,2008-12-12,1825,9,4,0.4444444444444444
2008-09,D1_elo.csv,18,2009-01-30,1825,9,4,0.4444444444444444
2008-09,D1_elo.csv,19,2009-02-06,1825,9,4,0.4444444444444444
2008-09,D1_elo.csv,20,2009-02-13,1825,9,1,0.1111111111111111
2008-09,D1_elo.csv,21,2009-02-20,1825,9,1,0.1111111111111111
2008-09,D1_elo.csv,22,2009-02-27,1825,9,5,0.5555555555555556
2008-09,D1_elo.csv,23,2009-03-06,1825,9,5,0.5555555555555556
2008-09,D1_elo.csv,24,2009-03-13,1825,9,5,0.5555555555555556
2008-09,D1_elo.csv,25,2009-03-20,1825,9,4,0.4444444444444444
2008-09,D1_elo.csv,26,2009-04-03,1825,9,6,0.6666666666666666
2008-09,D1_elo.csv,27,2009-04-11,1825,9,7,0.7777777777777778
2008-09,D1_elo.csv,28,2009-04-17,1825,9,7,0.7777777777777778
2008-09,D1_elo.csv,29,2009-04-24,1825,9,4,0.4444444444444444
2008-09,D1_elo.csv,30,2009-05-01,1825,9,3,0.3333333333333333
2008-09,D1_elo.csv,31,2009-05-08,1825,9,6,0.6666666666666666
2008-09,D1_elo.csv,32,2009-05-12,1825,9,6,0.6666666666666666
2008-09,D1_elo.csv,33,2009-05-16,1825,9,5,0.5555555555555556
2008-09,D1_elo.csv,34,2009-05-23,1825,9,3,0.3333333333333333
2009-10,D1_elo.csv,1,2009-08-07,1825,9,4,0.4444444444444444
2009-10,D1_elo.csv,2,2009-08-15,1825,9,5,0.5555555555555556
2009-10,D1_elo.csv,3,2009-08-21,1825,9,2,0.2222222222222222
2009-10,D1_elo.csv,4,2009-08-28,1825,9,4,0.4444444444444444
2009-10,D1_elo.csv,5,2009-09-12,1825,9,6,0.6666666666666666
2009-10,D1_elo.csv,6,2009-09-18,1825,9,2,0.2222222222222222
2009-10,D1_elo.csv,7,2009-09-25,1825,9,7,0.7777777777777778
2009-10,D1_elo.csv,8,2009-10-02,1825,9,6,0.6666666666666666
2009-10,D1_elo.csv,9,2009-10-17,1825,9,7,0.7777777777777778
2009-10,D1_elo.csv,10,2009-10-23,1825,9,5,0.5555555555555556
2009-10,D1_elo.csv,11,2009-10-30,1825,9,3,0.3333333333333333
2009-10,D1_elo.csv,12,2009-11-06,1825,9,2,0.2222222222222222
2009-10,D1_elo.csv,13,2009-11-21,1825,9,3,0.3333333333333333
2009-10,D1_elo.csv,14,2009-11-27,1825,9,2,0.2222222222222222
2009-10,D1_elo.csv,15,2009-12-04,1825,9,4,0.4444444444444444
2009-10,D1_elo.csv,16,2009-12-11,1825,9,3,0.3333333333333333
2009-10,D1_elo.csv,17,2009-12-18,1825,9,7,0.7777777777777778
2009-10,D1_elo.csv,18,2010-01-15,1825,9,7,0.7777777777777778
2009-10,D1_elo.csv,19,2010-01-22,1825,9,4,0.4444444444444444
2009-10,D1_elo.csv,20,2010-01-29,1825,9,4,0.4444444444444444
2009-10,D1_elo.csv,21,2010-02-05,1825,9,5,0.5555555555555556
2009-10,D1_elo.csv,22,2010-02-12,1825,9,7,0.7777777777777778
2009-10,D1_elo.csv,23,2010-02-19,1825,9,3,0.3333333333333333
2009-10,D1_elo.csv,24,2010-02-26,1825,9,4,0.4444444444444444
2009-10,D1_elo.csv,25,2010-03-06,1825,9,4,0.4444444444444444
2009-10,D1_elo.csv,26,2010-03-12,1825,9,7,0.7777777777777778
2009-10,D1_elo.csv,27,2010-03-19,1825,9,3,0.3333333333333333
2009-10,D1_elo.csv,28,2010-03-26,1825,9,1,0.1111111111111111
2009-10,D1_elo.csv,29,2010-04-03,1825,9,5,0.5555555555555556
2009-10,D1_elo.csv,30,2010-04-09,1825,9,5,0.5555555555555556
2009-10,D1_elo.csv,31,2010-04-16,1825,9,5,0.5555555555555556
2009-10,D1_elo.csv,32,2010-04-23,1825,9,6,0.6666666666666666
2009-10,D1_elo.csv,33,2010-05-01,1825,9,3,0.3333333333333333
2009-10,D1_elo.csv,34,2010-05-08,1825,9,3,0.3333333333333333
2010-11,D1_elo.csv,1,2010-08-20,1825,9,3,0.3333333333333333
2010-11,D1_elo.csv,2,2010-08-27,1825,9,2,0.2222222222222222
2010-11,D1_elo.csv,3,2010-09-10,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,4,2010-09-17,1825,9,2,0.2222222222222222
2010-11,D1_elo.csv,5,2010-09-21,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,6,2010-09-24,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,7,2010-10-01,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,8,2010-10-15,1825,9,5,0.5555555555555556
2010-11,D1_elo.csv,9,2010-10-22,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,10,2010-10-29,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,11,2010-11-05,1825,9,8,0.8888888888888888
2010-11,D1_elo.csv,12,2010-11-12,1825,9,3,0.3333333333333333
2010-11,D1_elo.csv,13,2010-11-20,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,14,2010-11-26,1825,9,7,0.7777777777777778
2010-11,D1_elo.csv,15,2010-12-03,1825,9,5,0.5555555555555556
2010-11,D1_elo.csv,16,2010-12-10,1825,9,5,0.5555555555555556
2010-11,D1_elo.csv,17,2010-12-17,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,18,2011-01-14,1825,9,2,0.2222222222222222
2010-11,D1_elo.csv,19,2011-01-21,1825,9,3,0.3333333333333333
2010-11,D1_elo.csv,20,2011-01-28,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,21,2011-02-04,1825,8,2,0.25
2010-11,D1_elo.csv,22,2011-02-12,1825,10,5,0.5
2010-11,D1_elo.csv,23,2011-02-18,1825,9,7,0.7777777777777778
2010-11,D1_elo.csv,24,2011-02-25,1825,9,2,0.2222222222222222
2010-11,D1_elo.csv,25,2011-03-04,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,26,2011-03-11,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,27,2011-03-18,1825,9,5,0.5555555555555556
2010-11,D1_elo.csv,28,2011-04-01,1825,9,5,0.5555555555555556
2010-11,D1_elo.csv,29,2011-04-08,1825,9,5,0.5555555555555556
2010-11,D1_elo.csv,30,2011-04-15,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,31,2011-04-21,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,32,2011-04-29,1825,9,4,0.4444444444444444
2010-11,D1_elo.csv,33,2011-05-07,1825,9,3,0.3333333333333333
2010-11,D1_elo.csv,34,2011-05-14,1825,9,7,0.7777777777777778
2011-12,D1_elo.csv,1,2011-08-05,1825,9,5,0.5555555555555556
2011-12,D1_elo.csv,2,2011-08-13,1825,9,3,0.3333333333333333
2011-12,D1_elo.csv,3,2011-08-19,1825,9,4,0.4444444444444444
2011-12,D1_elo.csv,4,2011-08-26,1825,9,4,0.4444444444444444
2011-12,D1_elo.csv,5,2011-09-09,1825,9,6,0.6666666666666666
2011-12,D1_elo.csv,6,2011-09-16,1825,9,4,0.4444444444444444
2011-12,D1_elo.csv,7,2011-09-23,1825,9,6,0.6666666666666666
2011-12,D1_elo.csv,8,2011-09-30,1825,9,5,0.5555555555555556
2011-12,D1_elo.csv,9,2011-10-14,1825,9,4,0.4444444444444444
2011-12,D1_elo.csv,10,2011-10-21,1825,9,3,0.3333333333333333
2011-12,D1_elo.csv,11,2011-10-28,1825,9,5,0.5555555555555556
2011-12,D1_elo.csv,12,2011-11-04,1825,9,4,0.4444444444444444
2011-12,D1_elo.csv,13,2011-11-18,1825,8,5,0.625
2011-12,D1_elo.csv,14,2011-11-25,1825,9,4,0.4444444444444444
2011-12,D1_elo.csv,15,2011-12-02,1825,9,4,0.4444444444444444
2011-12,D1_elo.csv,16,2011-12-09,1825,10,4,0.4
2011-12,D1_elo.csv,17,2011-12-16,1825,9,5,0.5555555555555556
2011-12,D1_elo.csv,18,2012-01-20,1825,9,6,0.6666666666666666
2011-12,D1_elo.csv,19,2012-01-27,1825,9,5,0.5555555555555556
2011-12,D1_elo.csv,20,2012-02-03,1825,9,2,0.2222222222222222
2011-12,D1_elo.csv,21,2012-02-10,1825,9,5,0.5555555555555556
2011-12,D1_elo.csv,22,2012-02-17,1825,9,6,0.6666666666666666
2011-12,D1_elo.csv,23,2012-02-24,1825,9,6,0.6666666666666666
2011-12,D1_elo.csv,24,2012-03-03,1825,9,2,0.2222222222222222
2011-12,D1_elo.csv,25,2012-03-09,1825,9,5,0.5555555555555556
2011-12,D1_elo.csv,26,2012-03-16,1825,9,5,0.5555555555555556
2011-12,D1_elo.csv,27,2012-03-23,1825,9,6,0.6666666666666666
2011-12,D1_elo.csv,28,2012-03-30,1825,9,3,0.3333333333333333
2011-12,D1_elo.csv,29,2012-04-07,1825,9,4,0.4444444444444444
2011-12,D1_elo.csv,30,2012-04-10,1825,9,5,0.5555555555555556
2011-12,D1_elo.csv,31,2012-04-13,1825,9,4,0.4444444444444444
2011-12,D1_elo.csv,32,2012-04-20,1825,9,2,0.2222222222222222
2011-12,D1_elo.csv,33,2012-04-28,1825,9,6,0.6666666666666666
2011-12,D1_elo.csv,34,2012-05-05,1825,9,6,0.6666666666666666
2012-13,D1_elo.csv,1,2012-08-24,1825,9,3,0.3333333333333333
2012-13,D1_elo.csv,2,2012-08-31,1825,9,4,0.4444444444444444
2012-13,D1_elo.csv,3,2012-09-14,1825,9,6,0.6666666666666666
2012-13,D1_elo.csv,4,2012-09-21,1825,9,2,0.2222222222222222
2012-13,D1_elo.csv,5,2012-09-25,1825,9,4,0.4444444444444444
2012-13,D1_elo.csv,6,2012-09-28,1825,9,5,0.5555555555555556
2012-13,D1_elo.csv,7,2012-10-05,1825,9,6,0.6666666666666666
2012-13,D1_elo.csv,8,2012-10-19,1825,9,3,0.3333333333333333
2012-13,D1_elo.csv,9,2012-10-26,1825,9,4,0.4444444444444444
2012-13,D1_elo.csv,10,2012-11-02,1825,9,5,0.5555555555555556
2012-13,D1_elo.csv,11,2012-11-09,1825,9,4,0.4444444444444444
2012-13,D1_elo.csv,12,2012-11-17,1825,9,5,0.5555555555555556
2012-13,D1_elo.csv,13,2012-11-23,1825,9,5,0.5555555555555556
2012-13,D1_elo.csv,14,2012-11-27,1825,9,6,0.6666666666666666
2012-13,D1_elo.csv,15,2012-11-30,1825,9,4,0.4444444444444444
2012-13,D1_elo.csv,16,2012-12-07,1825,9,7,0.7777777777777778
2012-13,D1_elo.csv,17,2012-12-14,1825,9,4,0.4444444444444444
2012-13,D1_elo.csv,18,2013-01-18,1825,9,5,0.5555555555555556
2012-13,D1_elo.csv,19,2013-01-25,1825,9,7,0.7777777777777778
2012-13,D1_elo.csv,20,2013-02-01,1825,9,4,0.4444444444444444
2012-13,D1_elo.csv,21,2013-02-09,1825,9,3,0.3333333333333333
2012-13,D1_elo.csv,22,2013-02-15,1825,9,6,0.6666666666666666
2012-13,D1_elo.csv,23,2013-02-22,1825,9,4,0.4444444444444444
2012-13,D1_elo.csv,24,2013-03-01,1825,9,3,0.3333333333333333
2012-13,D1_elo.csv,25,2013-03-08,1825,9,1,0.1111111111111111
2012-13,D1_elo.csv,26,2013-03-15,1825,9,4,0.4444444444444444
2012-13,D1_elo.csv,27,2013-03-30,1825,9,5,0.5555555555555556
2012-13,D1_elo.csv,28,2013-04-05,1825,9,6,0.6666666666666666
2012-13,D1_elo.csv,29,2013-04-12,1825,9,5,0.5555555555555556
2012-13,D1_elo.csv,30,2013-04-19,1825,9,6,0.6666666666666666
2012-13,D1_elo.csv,31,2013-04-26,1825,9,7,0.7777777777777778
2012-13,D1_elo.csv,32,2013-05-03,1825,9,3,0.3333333333333333
2012-13,D1_elo.csv,33,2013-05-11,1825,9,3,0.3333333333333333
2012-13,D1_elo.csv,34,2013-05-18,1825,9,5,0.5555555555555556
2013-14,D1_elo.csv,1,2013-08-09,1825,9,5,0.5555555555555556
2013-14,D1_elo.csv,2,2013-08-17,1825,9,6,0.6666666666666666
2013-14,D1_elo.csv,3,2013-08-23,1825,9,7,0.7777777777777778
2013-14,D1_elo.csv,4,2013-08-27,1825,9,6,0.6666666666666666
2013-14,D1_elo.csv,5,2013-09-13,1825,9,5,0.5555555555555556
2013-14,D1_elo.csv,6,2013-09-20,1825,9,5,0.5555555555555556
2013-14,D1_elo.csv,7,2013-09-27,1825,9,4,0.4444444444444444
2013-14,D1_elo.csv,8,2013-10-04,1825,9,1,0.1111111111111111
2013-14,D1_elo.csv,9,2013-10-18,1825,9,4,0.4444444444444444
2013-14,D1_elo.csv,10,2013-10-25,1825,9,6,0.6666666666666666
2013-14,D1_elo.csv,11,2013-11-01,1825,9,5,0.5555555555555556
2013-14,D1_elo.csv,12,2013-11-08,1825,9,5,0.5555555555555556
2013-14,D1_elo.csv,13,2013-11-22,1825,9,4,0.4444444444444444
2013-14,D1_elo.csv,14,2013-11-29,1825,9,6,0.6666666666666666
2013-14,D1_elo.csv,15,2013-12-06,1825,9,3,0.3333333333333333
2013-14,D1_elo.csv,16,2013-12-13,1825,9,5,0.5555555555555556
2013-14,D1_elo.csv,17,2013-12-20,1825,8,2,0.25
2013-14,D1_elo.csv,18,2014-01-24,1825,10,5,0.5
2013-14,D1_elo.csv,19,2014-01-31,1825,9,7,0.7777777777777778
2013-14,D1_elo.csv,20,2014-02-07,1825,9,5,0.5555555555555556
2013-14,D1_elo.csv,21,2014-02-14,1825,9,5,0.5555555555555556
2013-14,D1_elo.csv,22,2014-02-21,1825,9,3,0.3333333333333333
2013-14,D1_elo.csv,23,2014-02-28,1825,9,4,0.4444444444444444
2013-14,D1_elo.csv,24,2014-03-08,1825,9,3,0.3333333333333333
2013-14,D1_elo.csv,25,2014-03-14,1825,9,2,0.2222222222222222
2013-14,D1_elo.csv,26,2014-03-21,1825,9,6,0.6666666666666666
2013-14,D1_elo.csv,27,2014-03-25,1825,9,5,0.5555555555555556
2013-14,D1_elo.csv,28,2014-03-28,1825,9,6,0.6666666666666666
2013-14,D1_elo.csv,29,2014-04-04,1825,9,4,0.4444444444444444
2013-14,D1_elo.csv,30,2014-04-11,1825,9,7,0.7777777777777778
2013-14,D1_elo.csv,31,2014-04-17,1825,9,6,0.6666666666666666
2013-14,D1_elo.csv,32,2014-04-25,1825,9,4,0.4444444444444444
2013-14,D1_elo.csv,33,2014-05-03,1825,9,7,0.7777777777777778
2013-14,D1_elo.csv,34,2014-05-10,1825,9,9,1.0
2014-15,D1_elo.csv,1,2014-08-22,1825,9,3,0.3333333333333333
2014-15,D1_elo.csv,2,2014-08-29,1825,9,2,0.2222222222222222
2014-15,D1_elo.csv,3,2014-09-12,1825,9,5,0.5555555555555556
2014-15,D1_elo.csv,4,2014-09-19,1825,9,3,0.3333333333333333
2014-15,D1_elo.csv,5,2014-09-23,1825,9,5,0.5555555555555556
2014-15,D1_elo.csv,6,2014-09-26,1825,9,5,0.5555555555555556
2014-15,D1_elo.csv,7,2014-10-03,1825,9,4,0.4444444444444444
2014-15,D1_elo.csv,8,2014-10-18,1825,9,5,0.5555555555555556
2014-15,D1_elo.csv,9,2014-10-24,1825,9,5,0.5555555555555556
2014-15,D1_elo.csv,10,2014-10-31,1825,9,6,0.6666666666666666
